#	Temperatur 1 (°C)	Temperatur 2 (°C)	Temperatur 3 (°C)	Temperatur 4 (°C)	Temperatur 5 (°C)	Temperatur 6 (°C)	Temperatur 7 (°C)	Temperatur 8 (°C)	Zeit (s)
1	33.08	36.21	36.46	32.47	34.62	37.16	33.62	29.54	0.0000
2	33.10	36.25	36.48	32.50	34.66	37.19	33.65	29.55	0.5000
3	33.12	36.27	36.51	32.52	34.69	37.25	33.68	29.54	1.0000
4	33.14	36.31	36.56	32.55	34.72	37.34	33.72	29.55	1.5000
5	33.16	36.36	36.62	32.57	34.76	37.48	33.75	29.55	2.0000
6	33.18	36.42	36.70	32.59	34.81	37.67	33.78	29.55	2.5000
7	33.20	36.51	36.80	32.62	34.85	37.91	33.81	29.55	3.0000
8	33.22	36.61	36.92	32.64	34.90	38.19	33.84	29.56	3.5000
9	33.24	36.74	37.08	32.67	34.95	38.50	33.88	29.56	4.0000
10	33.27	36.88	37.24	32.69	35.01	38.84	33.92	29.56	4.5000
11	33.28	37.04	37.45	32.71	35.08	39.20	33.95	29.56	5.0000
12	33.31	37.22	37.66	32.74	35.16	39.57	33.99	29.57	5.5000
13	33.34	37.43	37.89	32.77	35.25	39.96	34.03	29.57	6.0000
14	33.36	37.63	38.14	32.80	35.35	40.36	34.08	29.58	6.5000
15	33.39	37.85	38.40	32.84	35.46	40.76	34.14	29.57	7.0000
16	33.42	38.07	38.67	32.87	35.58	41.16	34.19	29.58	7.5000
17	33.45	38.32	38.95	32.90	35.71	41.55	34.24	29.58	8.0000
18	33.48	38.56	39.23	32.95	35.84	41.96	34.30	29.59	8.5000
19	33.52	38.80	39.53	32.99	36.00	42.37	34.38	29.59	9.0000
20	33.56	39.06	39.83	33.04	36.14	42.76	34.45	29.59	9.5000
21	33.59	39.32	40.12	33.08	36.30	43.16	34.53	29.59	10.0000
22	33.64	39.58	40.44	33.14	36.46	43.53	34.61	29.60	10.5000
23	33.69	39.84	40.74	33.20	36.63	43.93	34.70	29.60	11.0000
24	33.74	40.11	41.05	33.26	36.80	44.29	34.80	29.60	11.5000
25	33.80	40.36	41.35	33.32	36.99	44.67	34.90	29.61	12.0000
26	33.85	40.63	41.66	33.39	37.17	45.03	35.00	29.61	12.5000
27	33.91	40.89	41.96	33.46	37.35	45.39	35.11	29.62	13.0000
28	33.97	41.15	42.26	33.53	37.55	45.75	35.22	29.62	13.5000
29	34.03	41.42	42.57	33.60	37.73	46.09	35.33	29.62	14.0000
30	34.11	41.68	42.86	33.69	37.94	46.44	35.46	29.63	14.5000
31	34.17	41.93	43.16	33.77	38.14	46.77	35.58	29.63	15.0000
32	34.24	42.19	43.45	33.85	38.33	47.09	35.71	29.64	15.5000
33	34.32	42.44	43.73	33.94	38.54	47.42	35.85	29.64	16.0000
34	34.40	42.70	44.02	34.04	38.74	47.74	35.98	29.65	16.5000
35	34.48	42.95	44.31	34.13	38.94	48.05	36.12	29.65	17.0000
36	34.56	43.19	44.59	34.22	39.15	48.36	36.27	29.65	17.5000
37	34.65	43.44	44.87	34.32	39.36	48.66	36.41	29.66	18.0000
38	34.73	43.67	45.13	34.42	39.57	48.96	36.56	29.66	18.5000
39	34.83	43.92	45.41	34.52	39.78	49.24	36.71	29.67	19.0000
